Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
The Conversation AU,https://mastodon.social/@theconversationau,https://theconversation.com/au,Australia,English,-,-,18/11/2022,-,Scientific dissemination,Divulgación científica
