Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Australian Maths Society ,https://mathstodon.xyz/@AustMS,https://austms.org.au/,Australia,English,-,-,14/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas"
