Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
European Mathematical Society ,https://mathstodon.xyz/@EuroMathSoc,https://euromathsoc.org/,European Union,English,-,-,11/11/2022	,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas"
European Sensory Networ,https://scicomm.xyz/@esn,https://www.esn-network.com/,European Union,English,-,-,05/11/2022,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas"
