Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
MINS Research Group/Faggruppe ,https://sciences.social/@minsnord,https://www.nord.no/en/about/faculties-and-centres/faculty-of-social-sciences/research/divisions/miljo-internasjonale-relasjoner-noromrader-og-samfunnssikkerhet/Pages/default.aspx,Norway,English,-,-,18/11/2022	,-,Scientific research groups,Grupos de investigación científica
