Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Anacleto Panceto,https://mastodon.social/@Xuxipc,https://www.instagram.com/xuxipc/,Spain,Spanish,-,-,06/07/2018,-,Comedians,Humoristas
norcoreano,https://mastodon.social/@norcoreano,https://twitter.com/norcoreano,Spain,Spanish,-,-,01/10/2018,-,Comedians,Humoristas
