Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date
INFOBISOC,https://red.niboe.info/@infobisoc,https://www.ucm.es/informacionbibliotecaysociedad/,España,Español,-,-,25/11/2022
