Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Bob Pop,https://universeodon.com/@BobPoP,https://es.wikipedia.org/wiki/Bob_Pop,Spain,Spanish,-,-,08/11/2022,-,Writers,Escritorxs
Gonzalo Torné,https://mastodon.social/@GonzaloTorne,https://es.wikipedia.org/wiki/Gonzalo_Torn%C3%A9,Spain,Spanish,-,-,03/10/2018,-,Writers,Escritorxs
