Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Planeta Cuñao,https://masto.es/@planetacunao,http://planetacunao.com/,Spain,Spanish,http://go.ivoox.com/sq/267294,-,03/12/2022,-,Podcast,Podcast
PostApocalipsisNau,https://todon.nl/@PostApocalipsisNau,https://www.elsaltodiario.com/post-apocalipsis-nau,Spain,Spanish,https://www.ivoox.com/podcast-post-apocalipsis-nau_sq_f1634081_1.html,-,24/06/2019,-,Podcast,Podcast
