Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
IPGP Planetary Science,https://scicomm.xyz/@IPGP_Planets,https://www.ipgp.fr/en/pss/planetary-and-space-sciences,France,English / French,-,-,09/10/2022,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas"
Labos 1point5,https://scicomm.xyz/@Labos1point5_en,https://labos1point5.org/en,France,English,-,-,25/06/2020,-,"Scientific institutes, societies and journals","Institutos, sociedades y revistas científicas"
