Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Conrad Hackett,https://sciences.social/@conradhackett,https://www.pewresearch.org/staff/conrad-hackett/,USA,English,https://twitter.com/conradhackett,-,05/11/2022,-,Researchers,Investigadorxs
Peter Gleick,https://fediscience.org/@petergleick,https://www.gleick.com/,USA,English,https://orcid.org/my-orcid?orcid=0000-0001-7232-9284,-,05/11/2022,-,Researchers,Investigadorxs
