Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
The Conversation US,https://newsie.social/@TheConversationUS,https://theconversation.com/us,USA,English,-,-,04/11/2022,-,Scientific dissemination,Divulgación científica
