Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords,CATEGORY_EN,CATEGORY_ES
Canaima GNU/Linux,https://mstdn.social/@canaimagnulinux,https://canaima.softwarelibre.gob.ve/,Venezuela,Spanish,-,-,05/04/2020,-,Software,Software
