Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords
Amsterdam Law School - UvA,https://mastodon.social/@amsterdamlawschool,https://www.uva.nl/law,Netherlands,Dutch,-,-,30/10/2022,-
Radboud University,https://mastodon.social/@Radboud_uni,https://www.ru.nl/,Netherlands,Dutch,-,-,03/11/2016,-
Utrecht University,https://mastodon.online/@UtrechtUniversiteit,https://www.uu.nl/,Netherlands,Dutch,-,-,03/11/2022,-
