Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,Keywords
Dugdale Research Group ,https://ecoevo.social/@Hannahdugdale,https://hannahdugdale.wordpress.com/,Netherlands,English,https://research.rug.nl/en/organisations/dugdale-group-evolution-of-senescence,-,16/11/2022	,-
