Name,Mastodon profile,Web,Country,Language,Other links,Information,Mastodon profile creation date,CATEGORY_EN,CATEGORY_ES
Liberapay,https://mastodon.xyz/@Liberapay,https://liberapay.com/,France,Multi,Global,Donations platform,10/12/2017,Platforms,Plataformas
